/root/minigrid-continual_backprop/scripts/train.py --algo ppo --env ALE/Kaboom-v5 --model kaboom_breakout_cb --frames 10000000 --procs 100 --save-interval 10 --continual-backprop

Namespace(algo='ppo', env='ALE/Kaboom-v5', model='kaboom_breakout_cb', seed=1, log_interval=1, save_interval=10, procs=100, frames=10000000, epochs=4, batch_size=256, frames_per_proc=None, discount=0.99, lr=0.001, gae_lambda=0.95, entropy_coef=0.01, value_loss_coef=0.5, max_grad_norm=0.5, optim_eps=1e-08, optim_alpha=0.99, clip_eps=0.2, recurrence=1, text=False, continual_backprop=True, exploration=False, mem=False)

Device: cuda

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

AtariACModel(
  (image_conv): Sequential(
    (0): Conv2d(4, 32, kernel_size=(8, 8), stride=(4, 4))
    (1): ReLU()
    (2): Conv2d(32, 64, kernel_size=(4, 4), stride=(2, 2))
    (3): ReLU()
    (4): Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1))
    (5): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=3136, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=4, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=3136, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 31 | F 396800 | FPS 0177 | D 2216 | rR:mean/std/min/max 26.45 15.41 7.00 101.00 | F:mean/std/min/max 364.2 77.2 226.0 571.0 | H 0.826 | V 3.412 | pL -0.488 | vL 1.708 | grad 6.188
U 32 | F 409600 | FPS 0177 | D 2288 | rR:mean/std/min/max 28.19 13.87 5.00 70.00 | F:mean/std/min/max 371.3 74.0 214.0 563.0 | H 0.786 | V 3.818 | pL -0.522 | vL 1.988 | grad 8.272
U 33 | F 422400 | FPS 0178 | D 2360 | rR:mean/std/min/max 29.09 14.49 5.00 70.00 | F:mean/std/min/max 375.2 70.8 214.0 547.0 | H 0.772 | V 3.665 | pL -0.433 | vL 2.110 | grad 6.181
U 34 | F 435200 | FPS 0179 | D 2432 | rR:mean/std/min/max 31.05 15.10 5.00 70.00 | F:mean/std/min/max 382.8 68.5 214.0 615.0 | H 0.774 | V 3.937 | pL -0.594 | vL 2.134 | grad 7.438
U 35 | F 448000 | FPS 0180 | D 2503 | rR:mean/std/min/max 33.66 16.96 10.00 95.00 | F:mean/std/min/max 398.4 71.4 248.0 615.0 | H 0.732 | V 3.775 | pL -0.522 | vL 2.177 | grad 9.174
U 36 | F 460800 | FPS 0178 | D 2575 | rR:mean/std/min/max 33.85 16.20 10.00 95.00 | F:mean/std/min/max 397.8 70.1 242.0 615.0 | H 0.668 | V 4.120 | pL -0.515 | vL 1.898 | grad 9.540
U 37 | F 473600 | FPS 0179 | D 2646 | rR:mean/std/min/max 33.46 16.35 10.00 95.00 | F:mean/std/min/max 398.9 76.6 242.0 672.0 | H 0.592 | V 4.174 | pL -0.676 | vL 2.761 | grad 9.362
U 38 | F 486400 | FPS 0180 | D 2717 | rR:mean/std/min/max 36.03 18.48 9.00 96.00 | F:mean/std/min/max 407.4 83.8 242.0 672.0 | H 0.638 | V 4.037 | pL -0.556 | vL 2.243 | grad 8.239
U 39 | F 499200 | FPS 0178 | D 2789 | rR:mean/std/min/max 38.28 18.66 9.00 96.00 | F:mean/std/min/max 416.9 83.2 260.0 672.0 | H 0.580 | V 4.551 | pL -0.471 | vL 1.933 | grad 10.173
U 40 | F 512000 | FPS 0176 | D 2862 | rR:mean/std/min/max 40.49 19.58 9.00 96.00 | F:mean/std/min/max 428.4 83.2 260.0 625.0 | H 0.546 | V 5.006 | pL -0.513 | vL 2.181 | grad 11.886
Status saved
U 41 | F 524800 | FPS 0179 | D 2933 | rR:mean/std/min/max 39.12 17.99 11.00 96.00 | F:mean/std/min/max 422.5 72.6 292.0 625.0 | H 0.585 | V 4.424 | pL -0.309 | vL 1.747 | grad 13.163
U 42 | F 537600 | FPS 0179 | D 3005 | rR:mean/std/min/max 38.74 16.40 11.00 88.00 | F:mean/std/min/max 426.9 70.9 297.0 625.0 | H 0.573 | V 4.942 | pL -0.470 | vL 2.148 | grad 11.212
U 43 | F 550400 | FPS 0179 | D 3076 | rR:mean/std/min/max 37.95 15.66 11.00 84.00 | F:mean/std/min/max 425.9 68.2 297.0 577.0 | H 0.554 | V 5.139 | pL -0.687 | vL 3.096 | grad 25.571
U 44 | F 563200 | FPS 0177 | D 3148 | rR:mean/std/min/max 41.74 19.76 10.00 114.00 | F:mean/std/min/max 436.8 73.1 231.0 605.0 | H 0.540 | V 5.332 | pL -0.498 | vL 2.567 | grad 12.512
U 45 | F 576000 | FPS 0178 | D 3220 | rR:mean/std/min/max 43.27 19.61 10.00 114.00 | F:mean/std/min/max 440.9 73.5 231.0 609.0 | H 0.510 | V 5.875 | pL -0.546 | vL 2.802 | grad 20.710
U 46 | F 588800 | FPS 0178 | D 3292 | rR:mean/std/min/max 46.55 20.74 10.00 114.00 | F:mean/std/min/max 448.7 72.6 231.0 609.0 | H 0.487 | V 5.753 | pL -0.653 | vL 3.430 | grad 11.843
U 47 | F 601600 | FPS 0180 | D 3364 | rR:mean/std/min/max 46.87 20.02 15.00 110.00 | F:mean/std/min/max 448.1 70.1 319.0 609.0 | H 0.461 | V 5.861 | pL -0.501 | vL 2.757 | grad 11.578
U 48 | F 614400 | FPS 0177 | D 3436 | rR:mean/std/min/max 48.66 21.61 10.00 111.00 | F:mean/std/min/max 450.4 67.5 245.0 605.0 | H 0.435 | V 5.866 | pL -0.449 | vL 2.585 | grad 31.094
U 49 | F 627200 | FPS 0179 | D 3508 | rR:mean/std/min/max 49.63 23.52 10.00 111.00 | F:mean/std/min/max 452.5 73.8 245.0 605.0 | H 0.419 | V 5.727 | pL -0.731 | vL 3.892 | grad 14.084
U 50 | F 640000 | FPS 0177 | D 3580 | rR:mean/std/min/max 52.57 23.72 10.00 111.00 | F:mean/std/min/max 459.1 78.3 245.0 632.0 | H 0.390 | V 5.960 | pL -0.703 | vL 3.724 | grad 23.912
Status saved
U 51 | F 652800 | FPS 0179 | D 3652 | rR:mean/std/min/max 53.43 24.53 8.00 111.00 | F:mean/std/min/max 457.4 83.0 222.0 632.0 | H 0.378 | V 5.931 | pL -0.517 | vL 3.013 | grad 23.200
U 52 | F 665600 | FPS 0176 | D 3724 | rR:mean/std/min/max 53.34 23.86 8.00 120.00 | F:mean/std/min/max 464.0 83.1 222.0 632.0 | H 0.364 | V 5.962 | pL -0.658 | vL 2.912 | grad 15.263
U 53 | F 678400 | FPS 0179 | D 3796 | rR:mean/std/min/max 54.70 25.14 8.00 146.00 | F:mean/std/min/max 466.1 80.0 222.0 651.0 | H 0.332 | V 6.174 | pL -0.582 | vL 3.316 | grad 19.024
U 54 | F 691200 | FPS 0178 | D 3868 | rR:mean/std/min/max 55.30 24.32 15.00 146.00 | F:mean/std/min/max 472.5 76.3 282.0 651.0 | H 0.311 | V 6.227 | pL -0.561 | vL 3.245 | grad 50.863
U 55 | F 704000 | FPS 0179 | D 3939 | rR:mean/std/min/max 53.83 25.27 15.00 146.00 | F:mean/std/min/max 473.0 78.7 282.0 651.0 | H 0.321 | V 6.260 | pL -0.478 | vL 2.835 | grad 17.525
U 56 | F 716800 | FPS 0180 | D 4010 | rR:mean/std/min/max 52.00 24.25 14.00 112.00 | F:mean/std/min/max 468.9 79.9 282.0 651.0 | H 0.279 | V 6.260 | pL -0.727 | vL 3.733 | grad 16.935
U 57 | F 729600 | FPS 0176 | D 4083 | rR:mean/std/min/max 53.58 24.35 14.00 112.00 | F:mean/std/min/max 470.1 78.3 282.0 635.0 | H 0.289 | V 6.486 | pL -0.492 | vL 2.939 | grad 29.730
U 58 | F 742400 | FPS 0179 | D 4154 | rR:mean/std/min/max 54.42 25.52 14.00 117.00 | F:mean/std/min/max 468.9 76.2 280.0 635.0 | H 0.272 | V 6.476 | pL -0.621 | vL 3.434 | grad 10.584
U 59 | F 755200 | FPS 0178 | D 4226 | rR:mean/std/min/max 54.94 26.79 9.00 117.00 | F:mean/std/min/max 464.4 78.6 256.0 627.0 | H 0.275 | V 6.677 | pL -0.481 | vL 3.049 | grad 18.112
U 60 | F 768000 | FPS 0178 | D 4298 | rR:mean/std/min/max 55.72 27.08 9.00 117.00 | F:mean/std/min/max 470.7 80.8 256.0 640.0 | H 0.279 | V 6.740 | pL -0.564 | vL 3.463 | grad 35.727
Status saved
U 61 | F 780800 | FPS 0179 | D 4369 | rR:mean/std/min/max 56.00 26.40 9.00 116.00 | F:mean/std/min/max 478.9 84.6 256.0 640.0 | H 0.274 | V 6.450 | pL -0.341 | vL 2.863 | grad 27.422
U 62 | F 793600 | FPS 0181 | D 4440 | rR:mean/std/min/max 54.78 23.75 15.00 110.00 | F:mean/std/min/max 477.6 79.3 312.0 640.0 | H 0.266 | V 6.966 | pL -0.327 | vL 2.769 | grad 12.829
U 63 | F 806400 | FPS 0178 | D 4512 | rR:mean/std/min/max 54.06 21.64 13.00 104.00 | F:mean/std/min/max 473.9 73.9 296.0 612.0 | H 0.258 | V 7.400 | pL -0.447 | vL 2.900 | grad 22.194
U 64 | F 819200 | FPS 0179 | D 4583 | rR:mean/std/min/max 52.88 22.55 13.00 104.00 | F:mean/std/min/max 468.3 76.4 293.0 612.0 | H 0.253 | V 7.128 | pL -0.440 | vL 3.177 | grad 20.647
U 65 | F 832000 | FPS 0177 | D 4656 | rR:mean/std/min/max 51.39 21.23 13.00 104.00 | F:mean/std/min/max 460.2 66.6 293.0 599.0 | H 0.239 | V 7.409 | pL -0.512 | vL 3.019 | grad 14.723
U 66 | F 844800 | FPS 0181 | D 4727 | rR:mean/std/min/max 52.46 21.58 13.00 104.00 | F:mean/std/min/max 468.3 71.3 293.0 602.0 | H 0.228 | V 7.975 | pL -0.672 | vL 4.104 | grad 50.818
U 67 | F 857600 | FPS 0180 | D 4798 | rR:mean/std/min/max 56.98 23.09 14.00 111.00 | F:mean/std/min/max 482.2 70.9 293.0 621.0 | H 0.228 | V 7.702 | pL -0.415 | vL 4.006 | grad 59.139
U 68 | F 870400 | FPS 0179 | D 4869 | rR:mean/std/min/max 59.29 22.85 18.00 111.00 | F:mean/std/min/max 487.1 72.9 309.0 652.0 | H 0.229 | V 8.361 | pL -0.652 | vL 3.892 | grad 13.109
U 69 | F 883200 | FPS 0180 | D 4941 | rR:mean/std/min/max 63.33 25.49 18.00 142.00 | F:mean/std/min/max 499.2 75.0 309.0 652.0 | H 0.224 | V 8.118 | pL -0.365 | vL 3.383 | grad 14.659
U 70 | F 896000 | FPS 0178 | D 5012 | rR:mean/std/min/max 65.60 26.28 18.00 142.00 | F:mean/std/min/max 500.1 76.2 309.0 652.0 | H 0.211 | V 8.189 | pL -0.466 | vL 3.646 | grad 20.845
Status saved
U 71 | F 908800 | FPS 0178 | D 5084 | rR:mean/std/min/max 66.02 25.03 19.00 142.00 | F:mean/std/min/max 504.1 68.0 323.0 652.0 | H 0.198 | V 8.968 | pL -0.536 | vL 3.795 | grad 29.938
U 72 | F 921600 | FPS 0177 | D 5156 | rR:mean/std/min/max 66.17 26.68 19.00 144.00 | F:mean/std/min/max 507.7 68.7 323.0 656.0 | H 0.197 | V 8.298 | pL -0.428 | vL 3.552 | grad 27.718
U 73 | F 934400 | FPS 0176 | D 5229 | rR:mean/std/min/max 62.35 24.63 19.00 144.00 | F:mean/std/min/max 490.9 70.1 323.0 656.0 | H 0.190 | V 8.565 | pL -0.381 | vL 3.101 | grad 17.035
U 74 | F 947200 | FPS 0180 | D 5300 | rR:mean/std/min/max 64.77 28.34 19.00 165.00 | F:mean/std/min/max 495.7 70.4 323.0 656.0 | H 0.187 | V 8.989 | pL -0.466 | vL 4.319 | grad 28.293
U 75 | F 960000 | FPS 0179 | D 5372 | rR:mean/std/min/max 64.59 29.56 19.00 165.00 | F:mean/std/min/max 493.9 74.6 323.0 656.0 | H 0.182 | V 9.252 | pL -0.620 | vL 4.464 | grad 19.931
