/root/minigrid-continual_backprop/scripts/train.py --algo ppo --env ALE/Kaboom-v5 --model kaboom_breakout_cb --frames 10000000 --procs 100 --save-interval 10 --continual-backprop

Namespace(algo='ppo', env='ALE/Kaboom-v5', model='kaboom_breakout_cb', seed=1, log_interval=1, save_interval=10, procs=100, frames=10000000, epochs=4, batch_size=256, frames_per_proc=None, discount=0.99, lr=0.001, gae_lambda=0.95, entropy_coef=0.01, value_loss_coef=0.5, max_grad_norm=0.5, optim_eps=1e-08, optim_alpha=0.99, clip_eps=0.2, recurrence=1, text=False, continual_backprop=True, exploration=False, mem=False)

Device: cuda

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

AtariACModel(
  (image_conv): Sequential(
    (0): Conv2d(4, 32, kernel_size=(8, 8), stride=(4, 4))
    (1): ReLU()
    (2): Conv2d(32, 64, kernel_size=(4, 4), stride=(2, 2))
    (3): ReLU()
    (4): Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1))
    (5): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=3136, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=4, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=3136, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 429 | F 5491200 | FPS 0176 | D 30783 | rR:mean/std/min/max 516.46 228.03 74.00 1376.00 | F:mean/std/min/max 764.3 112.9 410.0 1106.0 | H 0.140 | V 62.093 | pL -0.642 | vL 111.161 | grad 97.387
U 430 | F 5504000 | FPS 0178 | D 30855 | rR:mean/std/min/max 522.94 216.89 129.00 1376.00 | F:mean/std/min/max 764.9 105.0 524.0 1106.0 | H 0.156 | V 57.206 | pL -0.085 | vL 98.648 | grad 72.180
Status saved
U 431 | F 5516800 | FPS 0178 | D 30927 | rR:mean/std/min/max 495.93 210.99 129.00 1376.00 | F:mean/std/min/max 751.7 100.7 524.0 1106.0 | H 0.136 | V 59.921 | pL -0.608 | vL 78.725 | grad 109.700
U 432 | F 5529600 | FPS 0176 | D 31000 | rR:mean/std/min/max 499.34 214.18 101.00 1376.00 | F:mean/std/min/max 757.3 100.6 524.0 1106.0 | H 0.141 | V 60.837 | pL -0.828 | vL 89.228 | grad 93.436
U 433 | F 5542400 | FPS 0178 | D 31072 | rR:mean/std/min/max 501.64 212.99 101.00 1376.00 | F:mean/std/min/max 757.8 98.1 524.0 1106.0 | H 0.150 | V 61.003 | pL 0.270 | vL 93.775 | grad 110.779
U 434 | F 5555200 | FPS 0178 | D 31144 | rR:mean/std/min/max 497.51 225.70 51.00 1376.00 | F:mean/std/min/max 753.5 108.2 424.0 1125.0 | H 0.150 | V 60.545 | pL -0.843 | vL 75.575 | grad 80.134
U 435 | F 5568000 | FPS 0178 | D 31216 | rR:mean/std/min/max 499.96 202.65 51.00 1287.00 | F:mean/std/min/max 753.8 100.3 424.0 1125.0 | H 0.136 | V 66.696 | pL -1.385 | vL 80.961 | grad 80.116
U 436 | F 5580800 | FPS 0179 | D 31287 | rR:mean/std/min/max 492.25 205.76 51.00 1287.00 | F:mean/std/min/max 752.5 100.7 424.0 1125.0 | H 0.142 | V 65.678 | pL -1.136 | vL 119.463 | grad 124.437
U 437 | F 5593600 | FPS 0178 | D 31360 | rR:mean/std/min/max 524.26 213.53 51.00 1287.00 | F:mean/std/min/max 770.1 109.4 424.0 1125.0 | H 0.158 | V 61.147 | pL -0.650 | vL 100.938 | grad 111.398
U 438 | F 5606400 | FPS 0178 | D 31431 | rR:mean/std/min/max 536.15 214.33 51.00 1287.00 | F:mean/std/min/max 775.0 111.6 424.0 1125.0 | H 0.156 | V 60.416 | pL -0.491 | vL 92.953 | grad 93.161
U 439 | F 5619200 | FPS 0178 | D 31503 | rR:mean/std/min/max 535.40 210.14 51.00 1287.00 | F:mean/std/min/max 775.2 110.0 424.0 1125.0 | H 0.161 | V 60.382 | pL -0.605 | vL 90.974 | grad 100.039
U 440 | F 5632000 | FPS 0178 | D 31575 | rR:mean/std/min/max 544.96 194.87 88.00 963.00 | F:mean/std/min/max 783.0 103.9 496.0 999.0 | H 0.164 | V 60.136 | pL -0.512 | vL 91.881 | grad 88.995
Status saved
U 441 | F 5644800 | FPS 0178 | D 31647 | rR:mean/std/min/max 549.90 205.69 88.00 963.00 | F:mean/std/min/max 785.9 106.5 496.0 999.0 | H 0.152 | V 62.455 | pL -0.695 | vL 74.942 | grad 103.266
U 442 | F 5657600 | FPS 0179 | D 31719 | rR:mean/std/min/max 555.94 213.56 88.00 963.00 | F:mean/std/min/max 788.5 108.6 496.0 999.0 | H 0.151 | V 64.985 | pL -0.738 | vL 106.504 | grad 86.121
U 443 | F 5670400 | FPS 0177 | D 31791 | rR:mean/std/min/max 527.30 200.38 88.00 963.00 | F:mean/std/min/max 772.4 101.7 496.0 982.0 | H 0.159 | V 63.105 | pL -0.575 | vL 99.496 | grad 125.630
U 444 | F 5683200 | FPS 0178 | D 31863 | rR:mean/std/min/max 531.45 191.55 75.00 1023.00 | F:mean/std/min/max 772.4 101.4 446.0 1049.0 | H 0.157 | V 60.596 | pL -0.622 | vL 88.282 | grad 89.423
U 445 | F 5696000 | FPS 0176 | D 31935 | rR:mean/std/min/max 530.85 200.36 75.00 1023.00 | F:mean/std/min/max 776.4 104.0 446.0 1049.0 | H 0.163 | V 60.228 | pL -0.399 | vL 86.129 | grad 124.110
U 446 | F 5708800 | FPS 0177 | D 32008 | rR:mean/std/min/max 537.15 193.05 75.00 1023.00 | F:mean/std/min/max 784.7 123.1 446.0 1535.0 | H 0.147 | V 64.837 | pL -0.890 | vL 90.141 | grad 103.841
U 447 | F 5721600 | FPS 0177 | D 32080 | rR:mean/std/min/max 538.65 191.11 75.00 1023.00 | F:mean/std/min/max 790.2 128.5 446.0 1535.0 | H 0.149 | V 65.997 | pL -0.956 | vL 93.893 | grad 107.793
U 448 | F 5734400 | FPS 0177 | D 32152 | rR:mean/std/min/max 529.92 181.12 75.00 1023.00 | F:mean/std/min/max 784.2 126.9 446.0 1535.0 | H 0.153 | V 66.566 | pL -0.962 | vL 100.336 | grad 83.622
U 449 | F 5747200 | FPS 0177 | D 32225 | rR:mean/std/min/max 528.39 192.44 75.00 927.00 | F:mean/std/min/max 785.5 128.6 446.0 1535.0 | H 0.161 | V 63.482 | pL -0.240 | vL 109.698 | grad 103.980
U 450 | F 5760000 | FPS 0178 | D 32297 | rR:mean/std/min/max 537.66 192.19 113.00 927.00 | F:mean/std/min/max 790.6 125.3 499.0 1535.0 | H 0.160 | V 64.033 | pL -0.626 | vL 92.024 | grad 112.865
Status saved
U 451 | F 5772800 | FPS 0179 | D 32368 | rR:mean/std/min/max 548.73 190.57 113.00 927.00 | F:mean/std/min/max 793.6 126.0 499.0 1535.0 | H 0.158 | V 65.669 | pL -0.634 | vL 103.481 | grad 97.051
U 452 | F 5785600 | FPS 0177 | D 32440 | rR:mean/std/min/max 551.34 193.14 113.00 927.00 | F:mean/std/min/max 787.7 100.8 499.0 1073.0 | H 0.164 | V 66.915 | pL -0.933 | vL 102.987 | grad 113.648
U 453 | F 5798400 | FPS 0178 | D 32512 | rR:mean/std/min/max 557.40 200.95 113.00 1130.00 | F:mean/std/min/max 786.5 96.3 499.0 948.0 | H 0.178 | V 64.098 | pL -0.345 | vL 96.932 | grad 134.054
U 454 | F 5811200 | FPS 0176 | D 32585 | rR:mean/std/min/max 549.72 200.61 137.00 1130.00 | F:mean/std/min/max 782.7 98.8 515.0 949.0 | H 0.182 | V 63.227 | pL -0.374 | vL 99.320 | grad 121.797
U 455 | F 5824000 | FPS 0179 | D 32656 | rR:mean/std/min/max 556.55 191.07 137.00 1130.00 | F:mean/std/min/max 782.7 94.8 557.0 952.0 | H 0.176 | V 64.515 | pL -0.197 | vL 98.298 | grad 91.939
U 456 | F 5836800 | FPS 0175 | D 32730 | rR:mean/std/min/max 549.36 193.49 97.00 1130.00 | F:mean/std/min/max 778.5 99.0 515.0 952.0 | H 0.184 | V 63.713 | pL 0.066 | vL 94.835 | grad 129.457
U 457 | F 5849600 | FPS 0178 | D 32802 | rR:mean/std/min/max 544.74 189.64 97.00 1130.00 | F:mean/std/min/max 774.2 96.2 515.0 952.0 | H 0.183 | V 65.942 | pL -1.025 | vL 83.480 | grad 98.454
U 458 | F 5862400 | FPS 0176 | D 32874 | rR:mean/std/min/max 537.44 192.08 97.00 1130.00 | F:mean/std/min/max 771.0 99.1 515.0 952.0 | H 0.190 | V 68.088 | pL -0.673 | vL 103.035 | grad 113.194
U 459 | F 5875200 | FPS 0178 | D 32946 | rR:mean/std/min/max 538.28 188.53 64.00 945.00 | F:mean/std/min/max 775.0 100.7 515.0 977.0 | H 0.192 | V 66.464 | pL -0.787 | vL 107.902 | grad 98.157
U 460 | F 5888000 | FPS 0177 | D 33018 | rR:mean/std/min/max 544.60 181.92 64.00 945.00 | F:mean/std/min/max 778.6 94.7 515.0 977.0 | H 0.189 | V 65.210 | pL -0.190 | vL 106.197 | grad 129.925
Status saved
U 461 | F 5900800 | FPS 0180 | D 33090 | rR:mean/std/min/max 541.35 189.21 48.00 978.00 | F:mean/std/min/max 777.3 99.0 422.0 977.0 | H 0.206 | V 64.880 | pL -0.109 | vL 93.936 | grad 99.028
U 462 | F 5913600 | FPS 0181 | D 33160 | rR:mean/std/min/max 541.54 180.58 48.00 978.00 | F:mean/std/min/max 779.5 91.7 422.0 977.0 | H 0.208 | V 62.831 | pL 0.460 | vL 98.222 | grad 71.342
U 463 | F 5926400 | FPS 0178 | D 33232 | rR:mean/std/min/max 535.70 199.98 48.00 1155.00 | F:mean/std/min/max 773.8 102.0 422.0 1046.0 | H 0.206 | V 64.790 | pL -0.515 | vL 93.046 | grad 93.279
U 464 | F 5939200 | FPS 0177 | D 33305 | rR:mean/std/min/max 524.70 216.81 48.00 1155.00 | F:mean/std/min/max 766.1 110.4 422.0 1046.0 | H 0.207 | V 68.940 | pL -0.211 | vL 96.818 | grad 82.518
U 465 | F 5952000 | FPS 0177 | D 33377 | rR:mean/std/min/max 521.96 210.80 48.00 1155.00 | F:mean/std/min/max 760.0 106.6 422.0 1046.0 | H 0.221 | V 66.122 | pL 0.121 | vL 98.313 | grad 130.268
U 466 | F 5964800 | FPS 0176 | D 33450 | rR:mean/std/min/max 517.18 209.58 48.00 1155.00 | F:mean/std/min/max 758.1 105.9 422.0 1046.0 | H 0.228 | V 66.001 | pL 0.312 | vL 106.173 | grad 154.039
U 467 | F 5977600 | FPS 0178 | D 33522 | rR:mean/std/min/max 512.70 212.72 86.00 1155.00 | F:mean/std/min/max 755.9 106.2 486.0 1046.0 | H 0.230 | V 66.022 | pL 0.212 | vL 105.658 | grad 97.204
U 468 | F 5990400 | FPS 0178 | D 33594 | rR:mean/std/min/max 502.19 227.00 51.00 1155.00 | F:mean/std/min/max 747.0 119.2 412.0 1046.0 | H 0.262 | V 60.971 | pL 1.092 | vL 114.287 | grad 90.187
U 469 | F 6003200 | FPS 0178 | D 33666 | rR:mean/std/min/max 494.07 216.26 51.00 895.00 | F:mean/std/min/max 748.0 112.8 412.0 958.0 | H 0.248 | V 61.386 | pL 0.306 | vL 83.660 | grad 90.786
U 470 | F 6016000 | FPS 0178 | D 33738 | rR:mean/std/min/max 501.19 209.65 41.00 871.00 | F:mean/std/min/max 754.5 111.8 412.0 958.0 | H 0.262 | V 63.004 | pL 0.745 | vL 106.537 | grad 74.466
Status saved
U 471 | F 6028800 | FPS 0180 | D 33809 | rR:mean/std/min/max 476.52 212.69 41.00 871.00 | F:mean/std/min/max 740.3 114.5 410.0 958.0 | H 0.258 | V 63.938 | pL -0.428 | vL 87.139 | grad 83.390
U 472 | F 6041600 | FPS 0179 | D 33881 | rR:mean/std/min/max 470.90 228.57 41.00 994.00 | F:mean/std/min/max 735.8 122.1 410.0 985.0 | H 0.266 | V 65.465 | pL 0.010 | vL 100.499 | grad 116.669
U 473 | F 6054400 | FPS 0178 | D 33953 | rR:mean/std/min/max 484.07 223.24 41.00 994.00 | F:mean/std/min/max 744.5 120.3 410.0 985.0 | H 0.238 | V 66.003 | pL -0.848 | vL 110.399 | grad 110.594
U 474 | F 6067200 | FPS 0179 | D 34024 | rR:mean/std/min/max 469.08 215.93 41.00 994.00 | F:mean/std/min/max 741.7 113.3 410.0 985.0 | H 0.249 | V 65.241 | pL -0.469 | vL 112.389 | grad 166.103
U 475 | F 6080000 | FPS 0179 | D 34096 | rR:mean/std/min/max 492.32 221.68 41.00 994.00 | F:mean/std/min/max 751.9 111.9 410.0 985.0 | H 0.256 | V 62.855 | pL -0.023 | vL 100.433 | grad 88.692
U 476 | F 6092800 | FPS 0179 | D 34167 | rR:mean/std/min/max 500.07 217.72 44.00 994.00 | F:mean/std/min/max 754.2 108.0 410.0 1032.0 | H 0.226 | V 68.717 | pL -1.278 | vL 96.017 | grad 84.424
U 477 | F 6105600 | FPS 0178 | D 34239 | rR:mean/std/min/max 515.10 223.65 67.00 1152.00 | F:mean/std/min/max 767.8 103.0 476.0 1032.0 | H 0.236 | V 70.669 | pL -0.727 | vL 104.677 | grad 101.563
U 478 | F 6118400 | FPS 0178 | D 34311 | rR:mean/std/min/max 532.88 211.85 67.00 1152.00 | F:mean/std/min/max 775.5 97.1 476.0 1032.0 | H 0.243 | V 69.141 | pL -0.311 | vL 116.936 | grad 149.947
U 479 | F 6131200 | FPS 0180 | D 34382 | rR:mean/std/min/max 553.01 213.09 62.00 1202.00 | F:mean/std/min/max 785.1 96.4 502.0 1098.0 | H 0.271 | V 63.376 | pL 0.184 | vL 118.291 | grad 129.523
U 480 | F 6144000 | FPS 0178 | D 34454 | rR:mean/std/min/max 554.01 209.20 62.00 1202.00 | F:mean/std/min/max 783.0 94.3 502.0 1098.0 | H 0.269 | V 62.658 | pL -0.379 | vL 105.190 | grad 99.737
Status saved
U 481 | F 6156800 | FPS 0180 | D 34525 | rR:mean/std/min/max 549.42 221.39 62.00 1202.00 | F:mean/std/min/max 776.0 107.6 445.0 1098.0 | H 0.259 | V 63.028 | pL -0.123 | vL 88.401 | grad 98.096
U 482 | F 6169600 | FPS 0180 | D 34597 | rR:mean/std/min/max 544.69 223.30 15.00 1202.00 | F:mean/std/min/max 774.1 117.7 271.0 1098.0 | H 0.251 | V 67.440 | pL -0.115 | vL 101.400 | grad 102.323
U 483 | F 6182400 | FPS 0179 | D 34668 | rR:mean/std/min/max 536.41 217.96 15.00 1202.00 | F:mean/std/min/max 765.8 121.3 271.0 1098.0 | H 0.248 | V 67.375 | pL 0.210 | vL 92.566 | grad 91.699
U 484 | F 6195200 | FPS 0176 | D 34741 | rR:mean/std/min/max 528.95 228.42 15.00 1202.00 | F:mean/std/min/max 760.2 128.2 271.0 1098.0 | H 0.263 | V 68.013 | pL -0.337 | vL 115.040 | grad 115.561
U 485 | F 6208000 | FPS 0177 | D 34813 | rR:mean/std/min/max 507.48 219.37 15.00 999.00 | F:mean/std/min/max 749.4 122.8 271.0 937.0 | H 0.270 | V 65.048 | pL -0.586 | vL 84.848 | grad 87.366
U 486 | F 6220800 | FPS 0179 | D 34884 | rR:mean/std/min/max 506.18 216.72 15.00 999.00 | F:mean/std/min/max 748.2 123.4 271.0 937.0 | H 0.269 | V 66.521 | pL -0.016 | vL 102.168 | grad 119.420
U 487 | F 6233600 | FPS 0178 | D 34956 | rR:mean/std/min/max 504.75 219.45 12.00 999.00 | F:mean/std/min/max 747.6 130.1 251.0 935.0 | H 0.273 | V 64.168 | pL 0.301 | vL 102.881 | grad 111.536
U 488 | F 6246400 | FPS 0180 | D 35027 | rR:mean/std/min/max 517.85 219.69 12.00 999.00 | F:mean/std/min/max 752.4 120.5 251.0 935.0 | H 0.278 | V 66.343 | pL -0.499 | vL 81.396 | grad 90.934
U 489 | F 6259200 | FPS 0176 | D 35100 | rR:mean/std/min/max 520.53 217.40 12.00 999.00 | F:mean/std/min/max 753.4 117.1 251.0 935.0 | H 0.273 | V 69.459 | pL 0.034 | vL 126.748 | grad 114.328
U 490 | F 6272000 | FPS 0178 | D 35172 | rR:mean/std/min/max 521.49 203.19 12.00 911.00 | F:mean/std/min/max 762.4 109.7 251.0 914.0 | H 0.290 | V 65.055 | pL 0.001 | vL 107.336 | grad 129.495
Status saved
U 491 | F 6284800 | FPS 0178 | D 35244 | rR:mean/std/min/max 525.30 197.38 12.00 911.00 | F:mean/std/min/max 767.6 102.9 251.0 914.0 | H 0.295 | V 63.563 | pL 0.154 | vL 102.001 | grad 85.917
U 492 | F 6297600 | FPS 0180 | D 35315 | rR:mean/std/min/max 535.86 198.85 12.00 855.00 | F:mean/std/min/max 772.0 104.5 251.0 937.0 | H 0.303 | V 62.629 | pL 0.381 | vL 93.706 | grad 121.463
U 493 | F 6310400 | FPS 0179 | D 35387 | rR:mean/std/min/max 520.15 186.01 54.00 826.00 | F:mean/std/min/max 764.4 92.5 400.0 937.0 | H 0.299 | V 65.485 | pL -0.142 | vL 104.617 | grad 106.056
U 494 | F 6323200 | FPS 0180 | D 35458 | rR:mean/std/min/max 507.61 185.92 54.00 874.00 | F:mean/std/min/max 760.0 98.7 400.0 956.0 | H 0.293 | V 64.522 | pL 0.016 | vL 83.547 | grad 79.743
U 495 | F 6336000 | FPS 0177 | D 35530 | rR:mean/std/min/max 487.16 192.62 54.00 874.00 | F:mean/std/min/max 745.2 101.8 400.0 956.0 | H 0.283 | V 67.921 | pL -0.609 | vL 99.451 | grad 91.118
U 496 | F 6348800 | FPS 0179 | D 35602 | rR:mean/std/min/max 486.71 196.53 54.00 874.00 | F:mean/std/min/max 740.0 108.0 400.0 956.0 | H 0.314 | V 64.172 | pL 0.670 | vL 117.039 | grad 106.519
U 497 | F 6361600 | FPS 0178 | D 35674 | rR:mean/std/min/max 489.83 205.87 54.00 897.00 | F:mean/std/min/max 737.4 112.4 400.0 957.0 | H 0.310 | V 62.048 | pL -0.282 | vL 90.280 | grad 98.527
U 498 | F 6374400 | FPS 0180 | D 35745 | rR:mean/std/min/max 496.70 209.99 54.00 897.00 | F:mean/std/min/max 738.3 113.9 400.0 957.0 | H 0.296 | V 67.667 | pL -0.575 | vL 84.145 | grad 100.344
U 499 | F 6387200 | FPS 0180 | D 35816 | rR:mean/std/min/max 487.81 207.51 71.00 897.00 | F:mean/std/min/max 737.0 107.9 403.0 957.0 | H 0.289 | V 70.752 | pL -0.553 | vL 108.350 | grad 112.497
U 500 | F 6400000 | FPS 0178 | D 35888 | rR:mean/std/min/max 481.70 215.42 71.00 1179.00 | F:mean/std/min/max 732.4 110.2 403.0 957.0 | H 0.306 | V 69.408 | pL -0.733 | vL 114.231 | grad 128.312
Status saved
U 501 | F 6412800 | FPS 0181 | D 35959 | rR:mean/std/min/max 515.88 208.55 85.00 1179.00 | F:mean/std/min/max 747.5 101.0 453.0 957.0 | H 0.311 | V 67.065 | pL -0.155 | vL 126.766 | grad 147.220
U 502 | F 6425600 | FPS 0178 | D 36031 | rR:mean/std/min/max 525.22 230.48 85.00 1212.00 | F:mean/std/min/max 756.0 106.6 505.0 1035.0 | H 0.328 | V 61.928 | pL 0.281 | vL 105.584 | grad 128.010
U 503 | F 6438400 | FPS 0177 | D 36103 | rR:mean/std/min/max 526.65 221.70 85.00 1212.00 | F:mean/std/min/max 758.3 102.7 505.0 1035.0 | H 0.324 | V 63.622 | pL -0.179 | vL 100.540 | grad 150.083
U 504 | F 6451200 | FPS 0180 | D 36174 | rR:mean/std/min/max 522.91 226.14 50.00 1212.00 | F:mean/std/min/max 757.5 108.0 432.0 1035.0 | H 0.312 | V 65.181 | pL -0.244 | vL 105.171 | grad 96.404
U 505 | F 6464000 | FPS 0178 | D 36246 | rR:mean/std/min/max 536.11 223.83 50.00 1212.00 | F:mean/std/min/max 764.8 109.3 432.0 1035.0 | H 0.299 | V 70.729 | pL -0.481 | vL 89.600 | grad 85.414
U 506 | F 6476800 | FPS 0176 | D 36319 | rR:mean/std/min/max 539.76 223.20 50.00 1212.00 | F:mean/std/min/max 766.0 109.8 432.0 1035.0 | H 0.307 | V 71.609 | pL -0.104 | vL 113.780 | grad 93.641
U 507 | F 6489600 | FPS 0178 | D 36391 | rR:mean/std/min/max 518.95 212.50 50.00 1212.00 | F:mean/std/min/max 756.0 103.4 432.0 1035.0 | H 0.318 | V 69.596 | pL -0.258 | vL 105.585 | grad 100.422
U 508 | F 6502400 | FPS 0178 | D 36463 | rR:mean/std/min/max 522.86 198.81 50.00 1095.00 | F:mean/std/min/max 760.0 101.6 432.0 961.0 | H 0.327 | V 70.242 | pL 0.192 | vL 125.105 | grad 112.898
U 509 | F 6515200 | FPS 0178 | D 36535 | rR:mean/std/min/max 521.53 201.87 50.00 1095.00 | F:mean/std/min/max 756.1 106.9 386.0 961.0 | H 0.347 | V 65.487 | pL 0.194 | vL 107.895 | grad 111.113
U 510 | F 6528000 | FPS 0176 | D 36607 | rR:mean/std/min/max 533.74 201.84 54.00 1095.00 | F:mean/std/min/max 762.9 101.3 386.0 964.0 | H 0.377 | V 66.349 | pL 0.230 | vL 110.097 | grad 101.290
Status saved
U 511 | F 6540800 | FPS 0178 | D 36679 | rR:mean/std/min/max 525.22 204.87 54.00 1095.00 | F:mean/std/min/max 757.8 101.0 386.0 964.0 | H 0.360 | V 66.384 | pL -0.416 | vL 98.040 | grad 84.021
U 512 | F 6553600 | FPS 0179 | D 36751 | rR:mean/std/min/max 536.18 208.04 54.00 1190.00 | F:mean/std/min/max 765.0 101.7 386.0 1023.0 | H 0.360 | V 68.001 | pL -0.112 | vL 107.195 | grad 107.212
U 513 | F 6566400 | FPS 0179 | D 36822 | rR:mean/std/min/max 552.06 207.18 54.00 1190.00 | F:mean/std/min/max 776.0 97.2 386.0 1023.0 | H 0.345 | V 69.700 | pL -0.943 | vL 85.813 | grad 86.919
U 514 | F 6579200 | FPS 0179 | D 36894 | rR:mean/std/min/max 547.20 211.72 54.00 1190.00 | F:mean/std/min/max 772.2 100.9 386.0 1023.0 | H 0.343 | V 71.289 | pL -0.072 | vL 123.660 | grad 103.934
U 515 | F 6592000 | FPS 0179 | D 36965 | rR:mean/std/min/max 547.29 206.58 38.00 1190.00 | F:mean/std/min/max 774.6 95.0 455.0 1023.0 | H 0.353 | V 66.990 | pL 0.063 | vL 117.986 | grad 109.271
U 516 | F 6604800 | FPS 0177 | D 37037 | rR:mean/std/min/max 547.04 202.26 38.00 1190.00 | F:mean/std/min/max 774.1 94.6 455.0 1023.0 | H 0.363 | V 67.807 | pL -0.683 | vL 95.303 | grad 101.091
U 517 | F 6617600 | FPS 0176 | D 37110 | rR:mean/std/min/max 542.01 196.31 38.00 1190.00 | F:mean/std/min/max 774.0 90.6 455.0 1023.0 | H 0.354 | V 69.925 | pL 0.175 | vL 108.914 | grad 138.905
U 518 | F 6630400 | FPS 0178 | D 37182 | rR:mean/std/min/max 550.53 197.48 38.00 1240.00 | F:mean/std/min/max 776.7 96.3 455.0 1144.0 | H 0.370 | V 67.060 | pL 0.846 | vL 117.771 | grad 98.141
U 519 | F 6643200 | FPS 0178 | D 37254 | rR:mean/std/min/max 537.18 199.00 38.00 1240.00 | F:mean/std/min/max 769.3 100.0 455.0 1144.0 | H 0.372 | V 66.538 | pL -0.231 | vL 80.479 | grad 64.785
U 520 | F 6656000 | FPS 0178 | D 37326 | rR:mean/std/min/max 537.43 197.46 38.00 1240.00 | F:mean/std/min/max 768.8 97.9 455.0 1144.0 | H 0.348 | V 72.158 | pL 0.091 | vL 105.643 | grad 124.205
Status saved
U 521 | F 6668800 | FPS 0177 | D 37398 | rR:mean/std/min/max 537.75 199.90 117.00 1240.00 | F:mean/std/min/max 769.8 99.4 512.0 1144.0 | H 0.349 | V 69.709 | pL -0.427 | vL 118.038 | grad 162.601
U 522 | F 6681600 | FPS 0177 | D 37470 | rR:mean/std/min/max 534.62 200.80 117.00 1240.00 | F:mean/std/min/max 769.6 99.2 512.0 1144.0 | H 0.356 | V 69.408 | pL 0.018 | vL 107.139 | grad 103.480
U 523 | F 6694400 | FPS 0178 | D 37542 | rR:mean/std/min/max 523.95 211.24 64.00 1234.00 | F:mean/std/min/max 762.3 103.2 512.0 1090.0 | H 0.351 | V 69.718 | pL -0.273 | vL 88.805 | grad 87.291
U 524 | F 6707200 | FPS 0177 | D 37615 | rR:mean/std/min/max 518.84 210.66 64.00 1234.00 | F:mean/std/min/max 756.8 101.6 512.0 1090.0 | H 0.348 | V 72.032 | pL 0.686 | vL 132.232 | grad 216.216
U 525 | F 6720000 | FPS 0176 | D 37687 | rR:mean/std/min/max 536.90 215.54 64.00 1234.00 | F:mean/std/min/max 767.5 104.9 512.0 1090.0 | H 0.354 | V 69.808 | pL -0.156 | vL 100.598 | grad 89.172
U 526 | F 6732800 | FPS 0179 | D 37759 | rR:mean/std/min/max 565.56 198.74 64.00 1234.00 | F:mean/std/min/max 780.6 96.1 515.0 1090.0 | H 0.347 | V 72.275 | pL 0.023 | vL 102.996 | grad 110.193
U 527 | F 6745600 | FPS 0177 | D 37831 | rR:mean/std/min/max 554.67 200.54 10.00 1234.00 | F:mean/std/min/max 773.3 109.2 230.0 1090.0 | H 0.325 | V 73.812 | pL -0.643 | vL 113.716 | grad 97.387
U 528 | F 6758400 | FPS 0180 | D 37902 | rR:mean/std/min/max 556.19 197.88 10.00 1234.00 | F:mean/std/min/max 773.7 108.2 230.0 1090.0 | H 0.311 | V 73.673 | pL -0.272 | vL 115.788 | grad 94.350
U 529 | F 6771200 | FPS 0179 | D 37974 | rR:mean/std/min/max 570.18 184.04 10.00 974.00 | F:mean/std/min/max 782.5 100.9 230.0 975.0 | H 0.356 | V 68.948 | pL 1.476 | vL 136.784 | grad 88.458
U 530 | F 6784000 | FPS 0178 | D 38045 | rR:mean/std/min/max 566.78 175.48 10.00 974.00 | F:mean/std/min/max 781.5 100.9 230.0 975.0 | H 0.360 | V 65.145 | pL -0.156 | vL 90.994 | grad 91.262
Status saved
U 531 | F 6796800 | FPS 0177 | D 38118 | rR:mean/std/min/max 556.57 183.91 10.00 974.00 | F:mean/std/min/max 773.3 103.2 230.0 941.0 | H 0.355 | V 69.639 | pL -0.080 | vL 107.031 | grad 104.650
U 532 | F 6809600 | FPS 0176 | D 38191 | rR:mean/std/min/max 550.75 190.16 10.00 974.00 | F:mean/std/min/max 768.0 105.8 230.0 941.0 | H 0.355 | V 70.887 | pL 0.664 | vL 122.245 | grad 105.947
U 533 | F 6822400 | FPS 0179 | D 38262 | rR:mean/std/min/max 556.34 195.58 94.00 974.00 | F:mean/std/min/max 771.1 98.9 496.0 941.0 | H 0.357 | V 72.140 | pL -0.209 | vL 103.291 | grad 91.432
U 534 | F 6835200 | FPS 0179 | D 38334 | rR:mean/std/min/max 553.40 205.54 94.00 999.00 | F:mean/std/min/max 769.5 105.1 496.0 948.0 | H 0.382 | V 71.048 | pL 0.469 | vL 121.575 | grad 119.476
U 535 | F 6848000 | FPS 0178 | D 38406 | rR:mean/std/min/max 529.40 210.48 10.00 999.00 | F:mean/std/min/max 755.7 112.7 284.0 948.0 | H 0.384 | V 66.266 | pL 0.303 | vL 123.907 | grad 96.619
U 536 | F 6860800 | FPS 0178 | D 38477 | rR:mean/std/min/max 523.79 208.06 10.00 999.00 | F:mean/std/min/max 760.3 113.5 284.0 948.0 | H 0.379 | V 66.281 | pL 0.720 | vL 107.019 | grad 83.762
U 537 | F 6873600 | FPS 0178 | D 38549 | rR:mean/std/min/max 520.24 211.24 10.00 999.00 | F:mean/std/min/max 757.2 115.1 284.0 948.0 | H 0.386 | V 68.882 | pL 0.203 | vL 114.826 | grad 134.439
